text,department
"I have PCOS Also, i have irregular periods Also, i have problems with my pregnancy I also experience i have issues with my periods I also experience my period pain is mild Plus, i experience heavy menstrual bleeding Additionally, i have scanty periods On top of that, my period has been delayed I also experience my period did not come this month Additionally, my vaginal area is very itchy I also experience i experience vaginal dryness On top of that, i have persistent acne from hormonal imbalance Furthermore, my lower belly hurts",GYNECOLOGY & OBSTETRICS
"I have back pain Plus, parts of my body feel numb Additionally, i have trouble walking Additionally, my joints hurt Plus, i have a stiff neck Furthermore, i have difficulty with my knee Also, i have shoulder pain Also, my hip hurts On top of that, my bones ache Also, my muscles ache I also experience i have joint swelling Plus, i have trouble moving my joints Plus, i have limited range of motion Also, i have a stress fracture Plus, i have progressive muscle weakness On top of that, i feel tingling throughout my body Additionally, my heel feels painful On top of that, i have a sprain from sports",ORTHOPEDICS
"I have been having headaches Additionally, i have vertigo-like dizziness Additionally, i have had seizures Plus, i have numbness Also, i have a tingling sensation all over On top of that, i have progressive muscle weakness Additionally, i experience involuntary shaking On top of that, i keep forgetting things On top of that, i am disoriented On top of that, i have trouble maintaining balance Additionally, i have difficulty walking Plus, i have speech problems I also experience i have facial paralysis Plus, i blacked out Furthermore, i have nerve pain Additionally, my muscles feel stiff I also experience i cannot coordinate my movements well On top of that, i have insomnia",NEUROLOGY
"I have back pain I also experience i feel numbness in my body Additionally, i cannot walk properly Additionally, my joints are aching Also, my neck hurts Also, my knee hurts I also experience i have a frozen shoulder On top of that, my hip is stiff and painful I also experience my bones ache I also experience my muscles ache Additionally, i have swollen joints On top of that, i feel stiff in my joints I also experience i have limited range of motion Plus, i have a bone fracture I also experience my muscles are getting weaker Also, i experience unusual tingling Plus, i have plantar fasciitis-like heel pain Furthermore, i injured myself during exercise",ORTHOPEDICS
"Emergency presentation: head injury status post fall, vitals show severe pain score 8 out of 10",CARDIOLOGY
"Patient with chief complaint of urinary retention, assessed for acute kidney failure unspecified",NEPHROLOGY
"I have PCOS Furthermore, my menstrual cycle is irregular Also, i am experiencing issues during pregnancy Additionally, i have menstrual problems Additionally, i have mild period pain I also experience i have menorrhagia Plus, my periods are barely there Plus, my menstruation is overdue Plus, i have a missed period Furthermore, i feel itchy down there Additionally, i feel dry in the vaginal area Plus, i get acne due to hormones Furthermore, my lower belly hurts",GYNECOLOGY & OBSTETRICS
"I feel hot and feverish Also, i have a persistent cough I also experience i feel weak and tired Plus, i lack strength On top of that, i have persistent head pain Additionally, the room feels like it is spinning Furthermore, i feel achy all over Plus, my stomach is hurting I also experience i feel queasy Plus, i have persistent vomiting",GENERAL MEDICINE
"Patient with chief complaint of dehydration nausea rash, assessed for long term current use of insulin",GENERAL MEDICINE
"I feel lightheaded On top of that, i am feeling sick to my stomach I also experience my chest hurts I also experience i am short of breath On top of that, i feel my heart racing I also experience i have an uneven heartbeat On top of that, i have hypertension On top of that, i have been fainting Plus, my heart beats very fast On top of that, i have a slow pulse rate I also experience i have extreme fatigue Furthermore, my legs are swollen Plus, my chest feels constricted Plus, my ankles are swollen Furthermore, i am sweating excessively On top of that, my back hurts",CARDIOLOGY
"the room feels like it is spinning I also experience i have nausea Plus, i have intermittent chest pain On top of that, i experience breathing difficulty On top of that, i feel my heart racing Plus, i feel pulse irregularity Plus, my blood pressure is elevated I also experience i have been fainting I also experience i have a fast heartbeat Furthermore, my heart rate is low Plus, i can barely stay awake Additionally, my ankles and legs are puffy Furthermore, my chest feels constricted Additionally, my ankles feel swollen and painful Furthermore, i sweat a lot Additionally, i have lower back pain",CARDIOLOGY
"Patient with chief complaint of head injury status post fall, assessed for long term current use of insulin",GENERAL MEDICINE
"I have a high temperature Also, i keep coughing I also experience i am constantly fatigued Furthermore, i feel physically weak I also experience my head hurts Furthermore, i am experiencing dizziness Furthermore, my body is sore On top of that, i feel pain in my belly Also, i have an upset stomach with nausea Additionally, i have been throwing up",GENERAL MEDICINE
Patient presents with lower back pain status post fall,CARDIOLOGY
Patient presents with abdominal pain transfer,NEPHROLOGY
"Patient with chief complaint of dizziness diplopia, assessed for long term current use of insulin",GENERAL MEDICINE
"Patient with chief complaint of nausea vomiting and diarrhea abdominal pain, assessed for abdominal pain unspec site",GASTROENTEROLOGY
"Patient with chief complaint of dyspnea, assessed for congestive heart failure unspec",CARDIOLOGY
"Patient with chief complaint of back pain, assessed for fracture of one rib left side init for clos bone fracture",ORTHOPEDICS
I am experiencing sdh sah,ORTHOPEDICS
"Patient with chief complaint of nausea and vomiting tinnitus, assessed for tinnitus left ear",ENT
"Patient with chief complaint of hemodialysis, assessed for dependence on renal dialysis",NEPHROLOGY
"my infant is feverish Additionally, my baby has a persistent cough Also, my infant has a cold On top of that, my child is complaining of throat pain On top of that, my infant has breathing problems Plus, my child has been throwing up Also, my baby has a stomach ache On top of that, my infant has a red rash Furthermore, my infant had a fit On top of that, my child refuses to eat Also, my baby cries excessively Plus, my child is lethargic Plus, my baby has lost appetite Also, my infant is too small Additionally, my infant has growth issues Plus, my baby has developmental delays On top of that, my child is pulling at their ear Plus, my child looks jaundiced Plus, my infant shows signs of dehydration On top of that, my baby is wheezing",PEDIATRICS
"I have cysts on my ovaries Plus, i have irregular periods On top of that, i have pregnancy-related problems On top of that, i have menstrual problems Additionally, i have mild menstrual cramps Additionally, i have heavy periods I also experience my periods are barely there Plus, my period has been delayed Plus, i have amenorrhea Also, my vaginal area is very itchy Also, i experience vaginal dryness Also, i have persistent acne from hormonal imbalance Additionally, i have lower abdominal pain",GYNECOLOGY & OBSTETRICS
"Patient with chief complaint of cardiac arrest transfer, assessed for other pneumothorax",PULMONOLOGY
"I feel feverish Additionally, i have a wet cough Furthermore, i have no energy I also experience i lack strength I also experience i have migraine-like headaches Also, i have vertigo-like dizziness I also experience my body is sore Furthermore, my stomach is hurting On top of that, i am feeling sick to my stomach On top of that, i have been throwing up",GENERAL MEDICINE
Patient presents with shortness of breath abnl labs,PULMONOLOGY
I am experiencing diarrhea hypotension,NEPHROLOGY
"Patient with chief complaint of shortness of breath, assessed for cardiac pacemaker status",CARDIOLOGY
"Patient with chief complaint of left leg pain status post fall, assessed for displaced intertrochanteric fracture of left femur init",ORTHOPEDICS
"my infant is feverish I also experience my child has a cough Furthermore, my infant has a cold Also, my baby has a sore throat Furthermore, my baby has breathing difficulty Plus, my infant is vomiting Also, my child is crying from stomach pain Also, my infant has a red rash Additionally, my child is having convulsions Plus, my infant is not drinking milk properly Furthermore, my child cries all the time Also, my baby seems weak Additionally, my baby refuses to eat On top of that, my infant is too small Furthermore, my baby is smaller than expected Furthermore, my baby is developing slowly Also, my child is pulling at their ear On top of that, my child looks jaundiced On top of that, my infant shows signs of dehydration Additionally, my infant has wheezing",PEDIATRICS
"I have polycystic ovary syndrome I also experience my periods are not regular Furthermore, i have pregnancy-related problems Furthermore, i have issues with my periods Also, i feel slight cramps during my period Also, i experience heavy menstrual bleeding Plus, i have very light periods Also, i have a delayed period On top of that, i missed my period Furthermore, my vaginal area is very itchy Furthermore, i feel dry in the vaginal area Furthermore, i get acne due to hormones Additionally, i feel pain in my lower abdomen",GYNECOLOGY & OBSTETRICS
"my head hurts Also, i feel lightheaded Furthermore, i have epilepsy-like seizures I also experience i feel tingling and numb On top of that, i have a tingling sensation all over Plus, i have muscle weakness Additionally, i have tremors I also experience i have memory loss Also, i feel muddled and confused Plus, i have trouble maintaining balance Also, i struggle to walk Furthermore, i have difficulty with speech Plus, i have facial paralysis Plus, i had a loss of consciousness Furthermore, i have nerve pain Also, my muscles are tight and stiff I also experience i have poor coordination Additionally, i have trouble falling asleep",NEUROLOGY
I am experiencing stab wound,ORTHOPEDICS
"my back is very sore Plus, i have numbness in my extremities I also experience i walk with difficulty On top of that, my joints are aching Plus, my neck is very painful Additionally, i have difficulty with my knee Additionally, i have a frozen shoulder Furthermore, i feel pain in my hip Plus, my bones feel sore Also, my muscles are painful Furthermore, i have inflamed swollen joints Also, i have trouble moving my joints Plus, i have limited range of motion Furthermore, i have a broken bone Plus, i experience muscle fatigue and weakness Plus, i feel tingling throughout my body Additionally, my heel feels painful Additionally, i have a sprain from sports",ORTHOPEDICS
"Patient with chief complaint of hyperglycemia, assessed for diabetes uncompl juven",ENDOCRINOLOGY
"I feel unsteady and dizzy Additionally, i feel nauseous Additionally, my chest feels tight and painful On top of that, i feel breathless Also, i have irregular heartbeats Also, i have an uneven heartbeat On top of that, my blood pressure is elevated Furthermore, i have episodes of fainting Furthermore, my heart rate is elevated Additionally, i have bradycardia I also experience i have extreme fatigue Furthermore, i have swelling in my legs Furthermore, i feel chest tightness Plus, i have swollen ankles I also experience i have night sweats Also, i have upper back pain",CARDIOLOGY
"I have a throbbing headache On top of that, i am experiencing dizziness Furthermore, i have epilepsy-like seizures Also, i have numbness in my extremities On top of that, i have a tingling sensation all over On top of that, my muscles feel like they are failing Furthermore, i have a tremor in my hands On top of that, i cannot remember recent events Additionally, i feel muddled and confused On top of that, i feel unsteady Plus, i struggle to walk I also experience i have trouble speaking On top of that, my facial muscles feel weak I also experience i fainted and lost consciousness Additionally, i experience shooting nerve pain I also experience my muscles feel stiff Furthermore, i have trouble with fine motor tasks I also experience i wake up frequently at night",NEUROLOGY
"Patient with chief complaint of head injury status post fall, assessed for other specified injuries of head initial encounter",ORTHOPEDICS
"I have persistent head pain I also experience the room feels like it is spinning On top of that, i have had seizures Plus, i feel tingling and numb I also experience i have a tingling sensation all over On top of that, my muscles feel weak Furthermore, my body shakes involuntarily Additionally, i keep forgetting things Furthermore, i am disoriented I also experience i feel unsteady Furthermore, i cannot walk properly Furthermore, i cannot speak clearly Additionally, one side of my face feels weak Furthermore, i fainted and lost consciousness Furthermore, i have sharp nerve pain On top of that, my muscles feel stiff Furthermore, i cannot coordinate my movements well On top of that, i wake up frequently at night",NEUROLOGY
I am experiencing aortic disection,CARDIOLOGY
"my infant is feverish On top of that, my child has a cough On top of that, my baby has a cold Furthermore, my baby's throat is sore Also, my infant has breathing problems On top of that, my baby is vomiting Additionally, my infant has abdominal pain Additionally, my infant has a red rash Also, my baby had a seizure episode Also, my baby is not feeding well On top of that, my baby is inconsolable I also experience my baby seems weak Also, my baby has lost appetite Furthermore, my baby is underweight Plus, my child is not growing properly On top of that, my baby has developmental delays Plus, my child is pulling at their ear I also experience my baby's skin is turning yellow Also, my baby has dry mouth and no tears Additionally, my child has a wheezing sound when breathing",PEDIATRICS
"Patient with chief complaint of weakness, assessed for weakness",GENERAL MEDICINE
"my baby has a fever Furthermore, my baby is coughing Furthermore, my baby has a cold Furthermore, my baby's throat is sore Additionally, my baby has breathing difficulty Additionally, my infant is vomiting I also experience my baby has a stomach ache Furthermore, my child has a rash on their body On top of that, my infant had a fit I also experience my infant is not drinking milk properly Furthermore, my baby is inconsolable I also experience my child is lethargic Plus, my infant has no appetite I also experience my infant is too small I also experience my child is not growing properly Furthermore, my baby is developing slowly Plus, my baby has ear pain I also experience my child looks jaundiced Plus, my infant shows signs of dehydration Furthermore, my child has a wheezing sound when breathing",PEDIATRICS
"Patient with chief complaint of abdominal pain transfer, assessed for acute kidney failure unspecified",NEPHROLOGY
"I have lower back pain Also, i have numbness in my extremities On top of that, i have difficulty walking Also, my joints are aching Additionally, my neck hurts Furthermore, my knee hurts Plus, i feel pain in my shoulder Additionally, i have hip pain On top of that, i feel deep bone pain Furthermore, i have muscle pain Furthermore, i have joint swelling Furthermore, i have trouble moving my joints Furthermore, my movement is limited Additionally, i have a broken bone Plus, i experience muscle fatigue and weakness I also experience i have persistent tingling I also experience my heel feels painful Plus, i have a sports injury",ORTHOPEDICS
"Patient with chief complaint of transfer motor vehicle collision, assessed for traumatic subdural hem",NEUROLOGY
"my infant is feverish On top of that, my child has a cough Furthermore, my baby is sneezing and has a runny nose I also experience my child is complaining of throat pain Additionally, my infant has breathing problems On top of that, my infant is vomiting Also, my child is crying from stomach pain Furthermore, my baby has a skin rash On top of that, my baby had a seizure On top of that, my baby is not feeding well I also experience my infant cries uncontrollably On top of that, my baby seems weak On top of that, my child is not eating I also experience my baby is underweight I also experience my baby has delayed growth Also, my child is not meeting milestones Plus, my baby has an ear infection On top of that, my child looks jaundiced I also experience my child is not drinking enough fluids Also, my baby wheezes when breathing",PEDIATRICS
"I have persistent head pain Plus, i feel unsteady and dizzy Additionally, i have epilepsy-like seizures Additionally, i have numbness Plus, i have a tingling sensation all over I also experience my muscles feel like they are failing On top of that, i have tremors Additionally, i have memory problems Furthermore, i cannot think clearly Additionally, i have balance problems Furthermore, i struggle to walk Furthermore, my speech is slurred I also experience my facial muscles feel weak Additionally, i have lost consciousness Plus, i have nerve pain On top of that, i experience muscle rigidity Additionally, i am clumsy Also, i have insomnia",NEUROLOGY
Patient presents with fever,GENERAL MEDICINE
"Emergency presentation: lower back pain, vitals show heart rate 118 bpm, tachypnea respiratory rate 22, severe pain score 10 out of 10",RHEUMATOLOGY
"Patient with chief complaint of abdominal pain abdominal distention, assessed for other ascites",GASTROENTEROLOGY
"Patient with chief complaint of chest pain, assessed for pneumonia organism unspecified",PULMONOLOGY
"Emergency presentation: chest pain jaw pain left arm pain, vitals show heart rate 55 bpm",GENERAL MEDICINE
"the room feels like it is spinning I also experience i have nausea On top of that, i have chest pain On top of that, i have difficulty breathing Additionally, my heart is beating fast I also experience i feel pulse irregularity Furthermore, i have high blood pressure On top of that, i feel like I am going to pass out On top of that, i have a rapid pulse On top of that, i have a slow pulse rate I also experience i am incredibly tired Additionally, my ankles and legs are puffy Plus, i have pressure and tightness in my chest Plus, my ankles feel swollen and painful Also, i am drenched in sweat Also, i have back pain",CARDIOLOGY
"my baby has a fever Furthermore, my baby is coughing Furthermore, my baby is sneezing and has a runny nose On top of that, my infant has throat pain Also, my baby is short of breath I also experience my infant is vomiting I also experience my infant has abdominal pain I also experience my infant has a red rash Additionally, my baby had a seizure On top of that, my infant is not drinking milk properly Furthermore, my child cries all the time Plus, my infant appears weak and floppy Additionally, my child is not eating On top of that, my baby is underweight Additionally, my infant has growth issues Plus, my baby is developing slowly I also experience my baby has an ear infection Furthermore, my baby has yellow skin Also, my baby has dry mouth and no tears Furthermore, my baby wheezes when breathing",PEDIATRICS
"Blurry vision in my left eye, severe eye pain, and sensitivity to light.",OPHTHALMOLOGY
"I have a throbbing headache Additionally, i have vertigo-like dizziness Additionally, i have had seizures Plus, i feel tingling and numb I also experience i feel tingling in my hands On top of that, i cannot move my muscles properly Furthermore, i have a tremor in my hands Furthermore, i keep forgetting things Plus, i am disoriented I also experience i have trouble maintaining balance On top of that, i cannot walk properly Additionally, i have speech problems Also, my facial muscles feel weak Plus, i had a loss of consciousness Plus, i have nerve pain Additionally, i have muscle stiffness Plus, i am clumsy Furthermore, i cannot sleep well",NEUROLOGY
"Emergency presentation: dyspnea transfer, vitals show elevated temperature 99.3F, severe pain score 7 out of 10",PULMONOLOGY
"Patient with chief complaint of hyperglycemia overdose, assessed for type 2 diabetes mellitus with hyperglycemia",ENDOCRINOLOGY
"I have a high temperature On top of that, i have a dry cough On top of that, i feel weak and tired Plus, i lack strength Furthermore, i have a severe headache I also experience the room feels like it is spinning On top of that, my body is sore Also, my abdomen hurts Also, i feel queasy I also experience i have been vomiting",GENERAL MEDICINE
"I feel hot and feverish I also experience i have a persistent cough I also experience i have no energy Additionally, i lack strength Furthermore, i have a throbbing headache Also, i feel lightheaded On top of that, i have body pain Furthermore, i have lower abdominal pain Plus, i feel like I might throw up On top of that, i vomited multiple times",GENERAL MEDICINE
"Emergency presentation: r rib pain, vitals show elevated temperature 99.4F, low oxygen saturation 86%, severe pain score 8 out of 10",PULMONOLOGY
"I have a severe headache On top of that, i feel lightheaded Furthermore, i have had seizures Plus, i feel tingling and numb I also experience i have pins and needles feeling Also, i cannot move my muscles properly Plus, my hands are shaking Furthermore, i keep forgetting things On top of that, i am disoriented Plus, i have balance problems Furthermore, i have difficulty walking Plus, i cannot speak clearly Furthermore, one side of my face feels weak Plus, i had a loss of consciousness Also, i have nerve pain Also, i have muscle stiffness Additionally, i am clumsy Furthermore, i wake up frequently at night",NEUROLOGY
"Patient with chief complaint of lower back pain status post fall, assessed for low back pain",RHEUMATOLOGY
Patient presents with allergic reaction,CARDIOLOGY
"Patient with chief complaint of hypotension, assessed for hypotension unspecified",CARDIOLOGY
I am experiencing abdominal pain,GASTROENTEROLOGY
"Patient with chief complaint of abdominal pain back pain, assessed for abdominal pain llq",GASTROENTEROLOGY
Patient presents with transfer abnormal ekg,CARDIOLOGY
"Patient with chief complaint of presyncope weakness, assessed for pure hypercholesterolemia unspecified",ENDOCRINOLOGY
"Patient with chief complaint of head bleed, assessed for intracerebral hemorrhage",NEUROLOGY
"Patient with chief complaint of altered mental status, assessed for septicemia nos",GENERAL MEDICINE
"I have upper back pain I also experience i feel numbness in my body Plus, i struggle to walk On top of that, i have joint pain Plus, i have neck pain Furthermore, i feel pain in my knee Furthermore, my shoulder hurts Also, i feel pain in my hip On top of that, i have persistent bone pain Plus, my muscles ache I also experience my joints are swollen Also, my joints are stiff On top of that, my movement is limited On top of that, my bone is broken Additionally, i have progressive muscle weakness Additionally, i have a constant tingling sensation Also, i have heel pain I also experience i got injured while playing sports",ORTHOPEDICS
"I feel dizzy On top of that, i have nausea I also experience i have chest pain Also, i feel breathless I also experience my heart skips beats Plus, i have an uneven heartbeat Furthermore, my blood pressure is elevated I also experience i feel like I am going to pass out On top of that, i have a rapid pulse Additionally, i have a slow pulse rate Additionally, i am incredibly tired On top of that, my ankles and legs are puffy Furthermore, i have a tight feeling in my chest I also experience my ankles are puffy On top of that, i am drenched in sweat Plus, i have upper back pain",CARDIOLOGY
"Patient with chief complaint of car vs pole, assessed for bone fracture c6 vertebra closed",ORTHOPEDICS
"my head hurts On top of that, i feel unsteady and dizzy On top of that, i have epilepsy-like seizures Additionally, i have numbness in my extremities Additionally, i feel tingling in my hands Plus, my muscles feel weak On top of that, i experience involuntary shaking I also experience my memory is getting worse Also, i have mental confusion Furthermore, i have poor balance and coordination I also experience i struggle to walk Additionally, i have speech problems Additionally, my facial muscles feel weak I also experience i blacked out Also, i feel burning nerve pain Also, my muscles are tight and stiff Furthermore, i am clumsy On top of that, i have insomnia",NEUROLOGY
"I have cysts on my ovaries Also, i have inconsistent menstrual cycles On top of that, i have pregnancy-related problems Also, i experience menstrual difficulties Also, i have mild menstrual cramps On top of that, my periods are very heavy On top of that, i have very light periods Also, my period has been delayed Also, i missed my period Furthermore, i feel itchy down there I also experience my vaginal area lacks moisture Also, i have hormonal acne I also experience i have lower abdominal pain",GYNECOLOGY & OBSTETRICS
"my baby feels very hot Plus, my baby has a persistent cough Furthermore, my child has cold symptoms Plus, my infant has throat pain Also, my baby has breathing difficulty Additionally, my baby is vomiting Also, my infant has abdominal pain Also, my baby has a skin rash Furthermore, my child is having convulsions Also, my child refuses to eat On top of that, my baby is inconsolable I also experience my baby seems weak Plus, my baby refuses to eat Also, my child is not gaining weight properly Also, my baby is smaller than expected Furthermore, my child is not meeting milestones Additionally, my baby has ear pain Also, my child looks jaundiced Additionally, my child is not drinking enough fluids Also, my baby wheezes when breathing",PEDIATRICS
Patient presents with car vs pole,CARDIOLOGY
"I have upper back pain Plus, i have numbness in my extremities Furthermore, i cannot walk properly I also experience my joints hurt Plus, i have a stiff neck Furthermore, i have difficulty with my knee Also, my shoulder is very sore Plus, i feel pain in my hip Furthermore, i have bone pain I also experience my muscles ache On top of that, i have inflamed swollen joints Furthermore, my joints are stiff Furthermore, i have difficulty moving Additionally, i have a stress fracture Also, i experience muscle fatigue and weakness Additionally, i experience unusual tingling Furthermore, i have heel pain On top of that, i injured myself during exercise",ORTHOPEDICS
"Patient with chief complaint of l eye pain, assessed for ocular pain right eye",OPHTHALMOLOGY
"I was diagnosed with PCOS On top of that, i have irregular periods Plus, i have pregnancy-related problems Furthermore, i have issues with my periods Also, i have mild menstrual cramps On top of that, i have heavy periods Plus, my menstrual flow is very light Also, my period has been delayed Furthermore, my period did not come this month Also, my vaginal area is very itchy On top of that, i experience vaginal dryness Plus, my acne is hormone-related On top of that, i have pain in my lower stomach area",GYNECOLOGY & OBSTETRICS
"I have back pain Also, i feel tingling and numb Also, i have difficulty walking Also, i feel pain in my joints On top of that, my neck hurts Plus, my knee hurts I also experience my shoulder hurts Plus, my hip hurts I also experience i feel deep bone pain On top of that, my muscles ache Also, i have inflamed swollen joints Plus, i feel stiff in my joints Also, i have difficulty moving Plus, i fractured a bone Additionally, i have progressive muscle weakness Additionally, i have persistent tingling Plus, my heel hurts when I walk Also, i got injured while playing sports",ORTHOPEDICS
"I have persistent head pain Additionally, i feel dizzy On top of that, i had a seizure episode Plus, i have numbness Furthermore, i have a tingling sensation all over I also experience i have muscle weakness Plus, my body shakes involuntarily On top of that, i cannot remember recent events On top of that, i feel muddled and confused I also experience i feel unsteady Also, i have difficulty walking I also experience i cannot speak clearly Plus, my face droops Furthermore, i had a loss of consciousness Also, i feel burning nerve pain Plus, my muscles feel stiff I also experience i cannot coordinate my movements well Also, i have sleep problems",NEUROLOGY
"I feel dizzy Also, i am feeling sick to my stomach I also experience my chest feels tight and painful Additionally, i cannot breathe properly On top of that, i have heart palpitations On top of that, i have an uneven heartbeat Also, i have high blood pressure Also, i have episodes of fainting On top of that, i have tachycardia I also experience i have a slow heartbeat Furthermore, i have extreme fatigue Additionally, my legs are swollen On top of that, i feel chest tightness Furthermore, my ankles feel swollen and painful I also experience i sweat a lot Plus, i have upper back pain",CARDIOLOGY
I am experiencing hypertension,CARDIOLOGY
I am experiencing picc evaluation,GENERAL MEDICINE
I am experiencing suicidal ideation,GENERAL MEDICINE
I am experiencing abdominal pain dysuria,GENERAL MEDICINE
"Patient with chief complaint of confusion status post fall, assessed for headache",GENERAL MEDICINE
"I feel lightheaded On top of that, i feel nauseous Plus, i have pressure in my chest On top of that, i cannot breathe properly Furthermore, my heart skips beats I also experience my pulse rate is inconsistent On top of that, i have hypertension Also, i have episodes of fainting Also, i have a fast heartbeat On top of that, my heart rate is low On top of that, i feel utterly exhausted Additionally, my legs feel heavy and swollen On top of that, i feel chest tightness I also experience my ankles are puffy On top of that, i have night sweats Additionally, my back is very sore",CARDIOLOGY
I am experiencing right leg pain weakness,CARDIOLOGY
"Burning sensation when urinating, frequent urgent need to urinate, and bladder pain.",UROLOGY
"I feel lightheaded Also, i am feeling sick to my stomach Additionally, i have chest pain I also experience i experience breathing difficulty On top of that, my heart skips beats Plus, i have an irregular pulse Furthermore, i have been diagnosed with high blood pressure Furthermore, i feel like I am going to pass out Plus, i have a fast heartbeat I also experience i have a slow pulse rate Plus, i have extreme fatigue Furthermore, i have leg edema Plus, my chest feels tight Furthermore, my ankles are puffy On top of that, i have night sweats I also experience i have lower back pain",CARDIOLOGY
"I have a severe headache On top of that, i feel unsteady and dizzy Plus, i had a seizure episode Additionally, i have numbness in my extremities I also experience i experience tingling in my feet On top of that, i cannot move my muscles properly Also, i have tremors I also experience my memory is getting worse Plus, i have mental confusion Plus, i feel like I might fall Plus, i have trouble walking I also experience i cannot speak clearly Also, my face droops Plus, i was unconscious for a period Plus, i experience shooting nerve pain Plus, i have muscle stiffness On top of that, i cannot coordinate my movements well On top of that, i have sleep problems",NEUROLOGY
"I have migraine-like headaches On top of that, i feel dizzy On top of that, i have epilepsy-like seizures Also, i have numbness On top of that, i have a tingling sensation all over On top of that, i cannot move my muscles properly Also, i experience involuntary shaking Additionally, i cannot remember recent events Additionally, i feel muddled and confused Plus, i have balance problems I also experience i struggle to walk Additionally, i have trouble speaking On top of that, i have facial paralysis Additionally, i have lost consciousness Furthermore, i have sharp nerve pain I also experience i have rigid muscles Additionally, i am clumsy I also experience i wake up frequently at night",NEUROLOGY
"my baby has a fever Furthermore, my child has a cough Also, my baby is sneezing and has a runny nose On top of that, my baby has a sore throat On top of that, my child is struggling to breathe I also experience my infant is vomiting I also experience my baby has stomach pain Furthermore, my baby's skin is irritated Plus, my baby had a seizure episode Additionally, my child refuses to eat I also experience my baby is inconsolable I also experience my child is lethargic I also experience my baby refuses to eat Additionally, my baby is underweight Furthermore, my baby has delayed growth Plus, my infant has delayed development Also, my baby has an ear infection I also experience my baby has yellow skin Additionally, my child is not drinking enough fluids Also, my infant has wheezing",PEDIATRICS
"I feel lightheaded Also, i feel queasy Also, i have intermittent chest pain Plus, i experience breathing difficulty Also, i feel my heart pounding Also, i have an irregular pulse Furthermore, i have high blood pressure Additionally, i have episodes of fainting I also experience my heart rate is elevated Furthermore, i have bradycardia Plus, i have debilitating fatigue On top of that, i have swelling in my legs Plus, my chest feels constricted On top of that, i have ankle edema On top of that, i am drenched in sweat Also, i have lower back pain",CARDIOLOGY
"my head hurts I also experience i am experiencing dizziness On top of that, i experienced a seizure Plus, parts of my body feel numb Additionally, i have tingling sensations Additionally, i have muscle weakness Plus, my body shakes involuntarily On top of that, i have memory loss I also experience i feel confused I also experience i have balance problems On top of that, i have trouble walking I also experience i cannot speak clearly Additionally, my facial muscles feel weak On top of that, i blacked out Furthermore, i have sharp nerve pain Also, my muscles are tight and stiff Plus, i cannot coordinate my movements well On top of that, i have trouble falling asleep",NEUROLOGY
"my body temperature is high On top of that, i have a persistent cough Additionally, i feel exhausted Furthermore, i have general weakness Furthermore, i have persistent head pain Also, the room feels like it is spinning On top of that, my body is sore Furthermore, i feel pain in my belly Furthermore, i feel like I might throw up Also, i have been vomiting",GENERAL MEDICINE
"I have polycystic ovary syndrome I also experience i have irregular periods Furthermore, i am having pregnancy complications On top of that, i have issues with my periods I also experience i have mild period pain Plus, i experience heavy menstrual bleeding Furthermore, i have scanty periods Also, my menstruation is overdue I also experience my period did not come this month On top of that, i have persistent vaginal itching Furthermore, my vaginal area lacks moisture Also, i get acne due to hormones Additionally, i feel pain in my lower abdomen",GYNECOLOGY & OBSTETRICS
"my body temperature is high On top of that, i have a persistent cough Plus, i feel exhausted Also, i feel physically weak Furthermore, i have been having headaches On top of that, the room feels like it is spinning Furthermore, i have generalized body pain On top of that, i have abdominal cramps Additionally, i feel like I might throw up Also, i cannot keep food down",GENERAL MEDICINE
"Patient with chief complaint of abdominal pain, assessed for abdominal pain other specied",GASTROENTEROLOGY
"I have upper back pain Also, i have numbness Also, i have trouble walking On top of that, i have painful joints I also experience my neck is very painful Furthermore, i feel pain in my knee Plus, my shoulder hurts On top of that, i have hip pain Furthermore, i have bone pain I also experience my muscles ache Furthermore, my joints are swollen Plus, i feel stiff in my joints Plus, my movement is limited Plus, i have a bone fracture On top of that, my muscles are getting weaker Furthermore, i have persistent tingling On top of that, my heel hurts when I walk On top of that, i injured myself during exercise",ORTHOPEDICS
"I have polycystic ovary syndrome I also experience i have irregular periods Furthermore, i am experiencing issues during pregnancy I also experience i have issues with my periods Furthermore, i have mild menstrual cramps On top of that, my periods are very heavy On top of that, my menstrual flow is very light Furthermore, my period is late I also experience i missed my period Furthermore, my vaginal area is very itchy On top of that, i feel dry in the vaginal area Additionally, i have persistent acne from hormonal imbalance Additionally, my lower belly hurts",GYNECOLOGY & OBSTETRICS
I am experiencing lower back pain,RHEUMATOLOGY
"I have a high temperature On top of that, i have been coughing for days Furthermore, i feel exhausted Additionally, i feel drained and weak Also, i have a throbbing headache Plus, i am experiencing dizziness On top of that, my whole body aches Plus, my stomach is hurting Additionally, i feel like I might throw up Additionally, i cannot keep food down",GENERAL MEDICINE
"Patient with chief complaint of eye evaluation, assessed for long term current use of insulin",GENERAL MEDICINE
"I am running a fever Furthermore, i am coughing a lot I also experience i feel weak and tired Plus, i have general weakness On top of that, my head hurts I also experience i feel dizzy Additionally, i have body pain On top of that, i have abdominal cramps I also experience i have an upset stomach with nausea Furthermore, i am throwing up",GENERAL MEDICINE
Patient presents with wound evaluation transfer,ORTHOPEDICS
I am experiencing dyspnea on exertion,ENDOCRINOLOGY
